edition_id,city_id,language,state,month,copies_sold,copies_returned,net_circulation
ED1001,C001,Hindi,Uttar Pradesh,2021-02-01,179246,7859,171387
ED1008,C008,Hindi,Uttar Pradesh,2021-08-01,333142,12782,320360
ED1003,C003,Hindi,Madhya Pradesh,2021-02-01,257262,19914,237348
ED1001,C001,Hindi,Uttar Pradesh,2022-03-01,172470,8671,163799
ED1008,C008,Hindi,Uttar Pradesh,2024-09-01,278845,9840,269005
ED1004,C004,Hindi,Bihar,2021-06-01,230619,8850,221769
ED1005,C005,Hindi,Rajasthan,2019-11-01,495689,20328,475361
ED1007,C007,Hindi,Jharkhand,2021-10-01,222697,7739,214958
ED1004,C004,Hindi,Bihar,2023-09-01,221093,16270,204823
ED1003,C003,Hindi,Madhya Pradesh,2019-11-01,276982,15860,261122
ED1002,C002,English,Delhi,2023-07-01,298251,10127,288124
ED1010,C010,Hindi,Uttar Pradesh,2021-07-01,446936,30980,415956
ED1005,C005,Hindi,Rajasthan,2023-06-01,409139,23719,385420
ED1004,C004,Hindi,Bihar,2024-12-01,206311,10875,195436
ED1002,C002,English,Delhi,2022-06-01,320662,13153,307509
ED1006,C006,English,Maharashtra,2022-01-01,356679,21708,334971
ED1003,C003,Hindi,Madhya Pradesh,2021-06-01,258144,8017,250127
ED1008,C008,Hindi,Uttar Pradesh,2019-08-01,376851,22825,354026
ED1010,C010,Hindi,Uttar Pradesh,2023-03-01,371591,22365,349226
ED1001,C001,Hindi,Uttar Pradesh,2023-10-01,172787,5803,166984
ED1010,C010,Hindi,Uttar Pradesh,2019-12-01,500432,38021,462411
ED1004,C004,Hindi,Bihar,2019-07-01,263919,11064,252855
ED1004,C004,Hindi,Bihar,2024-05-01,206377,8550,197827
ED1001,C001,Hindi,Uttar Pradesh,2020-06-01,195141,12695,182446
ED1010,C010,Hindi,Uttar Pradesh,2024-11-01,358044,15164,342880
ED1005,C005,Hindi,Rajasthan,2021-11-01,433596,27970,405626
ED1004,C004,Hindi,Bihar,2022-04-01,221038,6872,214166
ED1007,C007,Hindi,Jharkhand,2020-04-01,241690,8803,232887
ED1010,C010,Hindi,Uttar Pradesh,2022-06-01,420921,19348,401573
ED1003,C003,Hindi,Madhya Pradesh,2022-11-01,234009,14424,219585
ED1008,C008,Hindi,Uttar Pradesh,2024-12-01,285163,11104,274059
ED1009,C009,Hindi,Gujarat,2023-12-01,247551,18629,228922
ED1007,C007,Hindi,Jharkhand,2019-05-01,245193,11188,234005
ED1002,C002,English,Delhi,2020-11-01,367848,13467,354381
ED1003,C003,Hindi,Madhya Pradesh,2022-01-01,244673,18000,226673
ED1005,C005,Hindi,Rajasthan,2020-02-01,441835,20817,421018
ED1010,C010,Hindi,Uttar Pradesh,2023-12-01,395877,22374,373503
ED1008,C008,Hindi,Uttar Pradesh,2021-01-01,347194,14004,333190
ED1007,C007,Hindi,Jharkhand,2023-07-01,205824,8938,196886
ED1007,C007,Hindi,Jharkhand,2023-04-01,198726,11096,187630
ED1009,C009,Hindi,Gujarat,2023-11-01,249976,9992,239984
ED1009,C009,Hindi,Gujarat,2020-07-01,295001,21464,273537
ED1001,C001,Hindi,Uttar Pradesh,2019-06-01,210775,10072,200703
ED1010,C010,Hindi,Uttar Pradesh,2023-10-01,386914,26298,360616
ED1001,C001,Hindi,Uttar Pradesh,2022-10-01,177713,12901,164812
ED1006,C006,English,Maharashtra,2024-09-01,307852,21945,285907
ED1008,C008,Hindi,Uttar Pradesh,2022-03-01,338562,26544,312018
ED1003,C003,Hindi,Madhya Pradesh,2021-04-01,257144,15544,241600
ED1001,C001,Hindi,Uttar Pradesh,2020-05-01,190618,7629,182989
ED1001,C001,Hindi,Uttar Pradesh,2023-01-01,170434,5732,164702
ED1010,C010,Hindi,Uttar Pradesh,2022-12-01,411852,14185,397667
ED1010,C010,Hindi,Uttar Pradesh,2019-11-01,464625,33019,431606
ED1001,C001,Hindi,Uttar Pradesh,2019-04-01,201220,6569,194651
ED1007,C007,Hindi,Jharkhand,2023-02-01,193467,14012,179455
ED1007,C007,Hindi,Jharkhand,2019-11-01,233314,10543,222771
ED1005,C005,Hindi,Rajasthan,2021-05-01,417148,25010,392138
ED1010,C010,Hindi,Uttar Pradesh,2020-03-01,477141,16661,460480
ED1004,C004,Hindi,Bihar,2024-08-01,190879,7143,183736
ED1002,C002,English,Delhi,2021-01-01,351519,15734,335785
ED1004,C004,Hindi,Bihar,2024-10-01,202115,16068,186047
ED1007,C007,Hindi,Jharkhand,2019-12-01,241389,18779,222610
ED1004,C004,Hindi,Bihar,2019-10-01,254082,17431,236651
ED1001,C001,Hindi,Uttar Pradesh,2021-03-01,190942,8737,182205
ED1010,C010,Hindi,Uttar Pradesh,2020-06-01,448298,19049,429249
ED1004,C004,Hindi,Bihar,2022-12-01,227071,12032,215039
ED1001,C001,Hindi,Uttar Pradesh,2023-03-01,166088,9479,156609
ED1006,C006,English,Maharashtra,2019-05-01,411524,12811,398713
ED1004,C004,Hindi,Bihar,2020-02-01,250565,18691,231874
ED1001,C001,Hindi,Uttar Pradesh,2022-02-01,166471,5323,161148
ED1003,C003,Hindi,Madhya Pradesh,2020-02-01,267971,15069,252902
ED1004,C004,Hindi,Bihar,2020-10-01,241553,13761,227792
ED1010,C010,Hindi,Uttar Pradesh,2022-07-01,399865,17916,381949
ED1006,C006,English,Maharashtra,2020-03-01,399016,16075,382941
ED1006,C006,English,Maharashtra,2019-11-01,410682,12603,398079
ED1003,C003,Hindi,Madhya Pradesh,2021-08-01,258613,17249,241364
ED1009,C009,Hindi,Gujarat,2021-11-01,298775,17165,281610
ED1002,C002,English,Delhi,2023-08-01,304256,23271,280985
ED1008,C008,Hindi,Uttar Pradesh,2021-03-01,342639,14312,328327
ED1003,C003,Hindi,Madhya Pradesh,2023-03-01,229761,13569,216192
ED1009,C009,Hindi,Gujarat,2022-01-01,269131,11324,257807
ED1009,C009,Hindi,Gujarat,2022-09-01,279981,11713,268268
ED1007,C007,Hindi,Jharkhand,2021-01-01,224027,9523,214504
ED1010,C010,Hindi,Uttar Pradesh,2020-11-01,468330,22547,445783
ED1007,C007,Hindi,Jharkhand,2023-01-01,198669,15025,183644
ED1010,C010,Hindi,Uttar Pradesh,2022-11-01,427465,30857,396608
ED1009,C009,Hindi,Gujarat,2020-12-01,319761,24569,295192
ED1009,C009,Hindi,Gujarat,2022-07-01,265621,15335,250286
ED1001,C001,Hindi,Uttar Pradesh,2024-08-01,151526,6891,144635
ED1007,C007,Hindi,Jharkhand,2022-06-01,199486,15667,183819
ED1003,C003,Hindi,Madhya Pradesh,2021-01-01,248350,8423,239927
ED1007,C007,Hindi,Jharkhand,2020-01-01,235068,8868,226200
ED1007,C007,Hindi,Jharkhand,2022-12-01,199330,13445,185885
ED1003,C003,Hindi,Madhya Pradesh,2020-07-01,263800,11988,251812
ED1005,C005,Hindi,Rajasthan,2020-10-01,460138,25817,434321
ED1003,C003,Hindi,Madhya Pradesh,2023-02-01,221274,8557,212717
ED1008,C008,Hindi,Uttar Pradesh,2019-09-01,383817,30508,353309
ED1006,C006,English,Maharashtra,2019-06-01,432670,17238,415432
ED1006,C006,English,Maharashtra,2020-12-01,403461,15765,387696
ED1010,C010,Hindi,Uttar Pradesh,2019-01-01,470435,37574,432861
ED1008,C008,Hindi,Uttar Pradesh,2020-04-01,366678,28791,337887
ED1003,C003,Hindi,Madhya Pradesh,2019-09-01,278122,12933,265189
ED1007,C007,Hindi,Jharkhand,2023-03-01,188327,6479,181848
ED1007,C007,Hindi,Jharkhand,2024-04-01,182586,9562,173024
ED1004,C004,Hindi,Bihar,2019-11-01,257488,8160,249328
ED1009,C009,Hindi,Gujarat,2022-05-01,286832,18358,268474
ED1009,C009,Hindi,Gujarat,2020-06-01,321881,22403,299478
ED1002,C002,English,Delhi,2021-08-01,353024,13150,339874
ED1006,C006,English,Maharashtra,2024-02-01,321044,18300,302744
ED1006,C006,English,Maharashtra,2023-12-01,321671,23740,297931
ED1010,C010,Hindi,Uttar Pradesh,2019-08-01,502705,29789,472916
ED1008,C008,Hindi,Uttar Pradesh,2022-05-01,333128,13029,320099
ED1002,C002,English,Delhi,2019-03-01,370373,21245,349128
ED1002,C002,English,Delhi,2022-08-01,322620,11020,311600
ED1006,C006,English,Maharashtra,2022-12-01,350550,19990,330560
ED1010,C010,Hindi,Uttar Pradesh,2022-10-01,408626,21177,387449
ED1002,C002,English,Delhi,2022-12-01,317276,21051,296225
ED1001,C001,Hindi,Uttar Pradesh,2023-06-01,158938,6724,152214
ED1003,C003,Hindi,Madhya Pradesh,2019-08-01,287698,17754,269944
ED1006,C006,English,Maharashtra,2022-08-01,344331,18026,326305
ED1010,C010,Hindi,Uttar Pradesh,2021-06-01,415364,28191,387173
ED1003,C003,Hindi,Madhya Pradesh,2024-04-01,217667,9028,208639
ED1007,C007,Hindi,Jharkhand,2023-11-01,199474,10455,189019
ED1008,C008,Hindi,Uttar Pradesh,2019-12-01,383849,15938,367911
ED1007,C007,Hindi,Jharkhand,2024-09-01,191781,7657,184124
ED1008,C008,Hindi,Uttar Pradesh,2023-03-01,295287,12082,283205
ED1001,C001,Hindi,Uttar Pradesh,2019-09-01,210227,12778,197449
ED1009,C009,Hindi,Gujarat,2019-07-01,316967,18921,298046
ED1001,C001,Hindi,Uttar Pradesh,2022-01-01,176470,6256,170214
ED1007,C007,Hindi,Jharkhand,2020-09-01,235511,7237,228274
ED1002,C002,English,Delhi,2024-08-01,292105,10297,281808
ED1004,C004,Hindi,Bihar,2022-02-01,225391,15358,210033
ED1005,C005,Hindi,Rajasthan,2020-04-01,449446,23943,425503
ED1009,C009,Hindi,Gujarat,2019-10-01,316135,18722,297413
ED1008,C008,Hindi,Uttar Pradesh,2022-04-01,317426,14906,302520
ED1006,C006,English,Maharashtra,2019-09-01,420151,29899,390252
ED1001,C001,Hindi,Uttar Pradesh,2023-12-01,167015,9768,157247
ED1002,C002,English,Delhi,2022-04-01,338604,25033,313571
ED1008,C008,Hindi,Uttar Pradesh,2020-02-01,370090,13357,356733
ED1008,C008,Hindi,Uttar Pradesh,2020-10-01,359740,11120,348620
ED1009,C009,Hindi,Gujarat,2024-05-01,248981,11622,237359
ED1004,C004,Hindi,Bihar,2022-11-01,232272,14451,217821
ED1009,C009,Hindi,Gujarat,2021-06-01,301605,15271,286334
ED1005,C005,Hindi,Rajasthan,2019-10-01,478235,17663,460572
ED1007,C007,Hindi,Jharkhand,2022-10-01,201642,14242,187400
ED1006,C006,English,Maharashtra,2023-07-01,335223,19435,315788
ED1003,C003,Hindi,Madhya Pradesh,2019-07-01,297331,11267,286064
ED1007,C007,Hindi,Jharkhand,2019-02-01,241078,17968,223110
ED1008,C008,Hindi,Uttar Pradesh,2024-07-01,281380,19064,262316
ED1007,C007,Hindi,Jharkhand,2019-09-01,244928,12322,232606
ED1010,C010,Hindi,Uttar Pradesh,2021-12-01,427451,17045,410406
ED1004,C004,Hindi,Bihar,2023-03-01,217142,6610,210532
ED1009,C009,Hindi,Gujarat,2023-03-01,270995,18709,252286
ED1005,C005,Hindi,Rajasthan,2024-12-01,383036,20697,362339
ED1009,C009,Hindi,Gujarat,2024-03-01,240475,9878,230597
ED1007,C007,Hindi,Jharkhand,2023-09-01,201743,10783,190960
ED1003,C003,Hindi,Madhya Pradesh,2019-04-01,294838,9447,285391
ED1003,C003,Hindi,Madhya Pradesh,2019-03-01,296371,14509,281862
ED1008,C008,Hindi,Uttar Pradesh,2020-11-01,366921,23169,343752
ED1010,C010,Hindi,Uttar Pradesh,2020-07-01,465825,29362,436463
ED1008,C008,Hindi,Uttar Pradesh,2021-12-01,341258,24146,317112
ED1005,C005,Hindi,Rajasthan,2024-01-01,378727,17567,361160
ED1007,C007,Hindi,Jharkhand,2021-08-01,230706,7237,223469
ED1005,C005,Hindi,Rajasthan,2022-02-01,398343,21392,376951
ED1003,C003,Hindi,Madhya Pradesh,2022-07-01,249101,16099,233002
ED1002,C002,English,Delhi,2023-04-01,292983,22927,270056
ED1009,C009,Hindi,Gujarat,2021-12-01,283441,16320,267121
ED1002,C002,English,Delhi,2024-12-01,281237,12155,269082
ED1010,C010,Hindi,Uttar Pradesh,2022-02-01,402955,18291,384664
ED1003,C003,Hindi,Madhya Pradesh,2023-06-01,233916,8410,225506
ED1004,C004,Hindi,Bihar,2024-04-01,206098,15090,191008
ED1005,C005,Hindi,Rajasthan,2019-06-01,474645,20349,454296
ED1006,C006,English,Maharashtra,2022-05-01,341885,18674,323211
ED1002,C002,English,Delhi,2023-03-01,317071,21657,295414
ED1003,C003,Hindi,Madhya Pradesh,2022-04-01,245360,7943,237417
ED1003,C003,Hindi,Madhya Pradesh,2023-11-01,219522,16943,202579
ED1007,C007,Hindi,Jharkhand,2019-07-01,252228,10513,241715
ED1004,C004,Hindi,Bihar,2021-07-01,248360,15715,232645
ED1006,C006,English,Maharashtra,2023-08-01,324550,20306,304244
ED1009,C009,Hindi,Gujarat,2024-02-01,232412,11666,220746
ED1002,C002,English,Delhi,2023-10-01,300381,16472,283909
ED1006,C006,English,Maharashtra,2022-07-01,353031,11203,341828
ED1010,C010,Hindi,Uttar Pradesh,2021-09-01,420921,24243,396678
ED1008,C008,Hindi,Uttar Pradesh,2023-07-01,297132,19299,277833
ED1004,C004,Hindi,Bihar,2019-04-01,272198,18402,253796
ED1010,C010,Hindi,Uttar Pradesh,2019-06-01,489575,27396,462179
ED1009,C009,Hindi,Gujarat,2021-05-01,284209,8863,275346
ED1010,C010,Hindi,Uttar Pradesh,2019-09-01,506401,28703,477698
ED1009,C009,Hindi,Gujarat,2020-08-01,292723,11938,280785
ED1006,C006,English,Maharashtra,2021-03-01,370814,16084,354730
ED1010,C010,Hindi,Uttar Pradesh,2023-01-01,385935,14004,371931
ED1008,C008,Hindi,Uttar Pradesh,2019-06-01,400540,18893,381647
ED1004,C004,Hindi,Bihar,2023-04-01,209179,12026,197153
ED1007,C007,Hindi,Jharkhand,2019-10-01,249706,15415,234291
ED1007,C007,Hindi,Jharkhand,2024-05-01,176290,11631,164659
ED1002,C002,English,Delhi,2022-05-01,338375,16342,322033
ED1004,C004,Hindi,Bihar,2020-05-01,258377,18121,240256
ED1009,C009,Hindi,Gujarat,2023-02-01,247852,14529,233323
ED1006,C006,English,Maharashtra,2020-02-01,418157,23899,394258
ED1004,C004,Hindi,Bihar,2020-06-01,249823,16039,233784
ED1008,C008,Hindi,Uttar Pradesh,2024-04-01,289849,21452,268397
ED1005,C005,Hindi,Rajasthan,2021-06-01,439438,17757,421681
ED1006,C006,English,Maharashtra,2023-03-01,351024,15435,335589
ED1009,C009,Hindi,Gujarat,2024-07-01,254073,10810,243263
ED1005,C005,Hindi,Rajasthan,2024-11-01,353118,14665,338453
ED1004,C004,Hindi,Bihar,2022-07-01,218233,10100,208133
ED1004,C004,Hindi,Bihar,2024-07-01,191865,11363,180502
ED1006,C006,English,Maharashtra,2020-05-01,416717,20879,395838
ED1006,C006,English,Maharashtra,2021-01-01,368060,23621,344439
ED1004,C004,Hindi,Bihar,2019-09-01,255312,18967,236345
ED1010,C010,Hindi,Uttar Pradesh,2021-11-01,414728,30357,384371
ED1009,C009,Hindi,Gujarat,2019-12-01,329058,17650,311408
ED1007,C007,Hindi,Jharkhand,2022-05-01,209402,11971,197431
ED1005,C005,Hindi,Rajasthan,2023-12-01,394044,24590,369454
ED1008,C008,Hindi,Uttar Pradesh,2019-02-01,372778,24066,348712
ED1010,C010,Hindi,Uttar Pradesh,2024-01-01,352843,26315,326528
ED1010,C010,Hindi,Uttar Pradesh,2020-05-01,438755,21279,417476
ED1009,C009,Hindi,Gujarat,2024-12-01,242429,10060,232369
ED1009,C009,Hindi,Gujarat,2022-02-01,273483,12702,260781
ED1009,C009,Hindi,Gujarat,2021-07-01,280815,18135,262680
ED1008,C008,Hindi,Uttar Pradesh,2023-05-01,310510,14711,295799
ED1009,C009,Hindi,Gujarat,2019-02-01,319110,17151,301959
ED1002,C002,English,Delhi,2020-02-01,378800,13403,365397
ED1004,C004,Hindi,Bihar,2021-03-01,248447,11548,236899
ED1003,C003,Hindi,Madhya Pradesh,2020-04-01,279513,21009,258504
ED1008,C008,Hindi,Uttar Pradesh,2020-09-01,366091,27741,338350
ED1001,C001,Hindi,Uttar Pradesh,2021-12-01,183747,8214,175533
ED1008,C008,Hindi,Uttar Pradesh,2022-01-01,311206,24855,286351
ED1003,C003,Hindi,Madhya Pradesh,2021-03-01,257472,12583,244889
ED1009,C009,Hindi,Gujarat,2022-04-01,263383,18967,244416
ED1009,C009,Hindi,Gujarat,2021-08-01,283739,20831,262908
ED1010,C010,Hindi,Uttar Pradesh,2021-05-01,414465,18439,396026
ED1002,C002,English,Delhi,2020-12-01,349735,25128,324607
ED1008,C008,Hindi,Uttar Pradesh,2023-12-01,293693,20074,273619
ED1004,C004,Hindi,Bihar,2021-01-01,227221,17328,209893
ED1008,C008,Hindi,Uttar Pradesh,2024-11-01,299971,20533,279438
ED1007,C007,Hindi,Jharkhand,2021-05-01,231707,13514,218193
ED1008,C008,Hindi,Uttar Pradesh,2023-02-01,300348,10038,290310
ED1009,C009,Hindi,Gujarat,2023-07-01,249998,10800,239198
ED1003,C003,Hindi,Madhya Pradesh,2024-03-01,213084,10977,202107
ED1006,C006,English,Maharashtra,2021-09-01,385886,23622,362264
ED1006,C006,English,Maharashtra,2022-02-01,361828,17506,344322
ED1009,C009,Hindi,Gujarat,2021-09-01,284447,21726,262721
ED1004,C004,Hindi,Bihar,2019-02-01,277678,18188,259490
ED1001,C001,Hindi,Uttar Pradesh,2019-05-01,213822,6939,206883
ED1009,C009,Hindi,Gujarat,2024-06-01,249959,15383,234576
ED1008,C008,Hindi,Uttar Pradesh,2022-07-01,315365,10785,304580
ED1002,C002,English,Delhi,2021-03-01,344462,25664,318798
ED1008,C008,Hindi,Uttar Pradesh,2024-10-01,281599,12239,269360
ED1006,C006,English,Maharashtra,2022-11-01,360956,14802,346154
ED1007,C007,Hindi,Jharkhand,2024-11-01,186877,6163,180714
ED1001,C001,Hindi,Uttar Pradesh,2022-12-01,179866,6404,173462
ED1001,C001,Hindi,Uttar Pradesh,2021-09-01,191553,12629,178924
ED1003,C003,Hindi,Madhya Pradesh,2023-09-01,229149,7087,222062
ED1002,C002,English,Delhi,2024-03-01,294099,22931,271168
ED1001,C001,Hindi,Uttar Pradesh,2021-04-01,176911,8458,168453
ED1009,C009,Hindi,Gujarat,2023-09-01,245628,14654,230974
ED1004,C004,Hindi,Bihar,2020-03-01,259573,8314,251259
ED1007,C007,Hindi,Jharkhand,2023-10-01,194458,7833,186625
ED1006,C006,English,Maharashtra,2020-07-01,411237,14933,396304
ED1005,C005,Hindi,Rajasthan,2019-01-01,476937,25474,451463
ED1006,C006,English,Maharashtra,2023-11-01,330041,15405,314636
ED1006,C006,English,Maharashtra,2021-08-01,369967,25111,344856
ED1009,C009,Hindi,Gujarat,2020-05-01,304022,23886,280136
ED1007,C007,Hindi,Jharkhand,2024-07-01,174777,9071,165706
ED1002,C002,English,Delhi,2024-07-01,296188,18293,277895
ED1001,C001,Hindi,Uttar Pradesh,2024-03-01,161495,11730,149765
ED1007,C007,Hindi,Jharkhand,2022-04-01,214527,7363,207164
ED1002,C002,English,Delhi,2023-09-01,303202,12938,290264
ED1010,C010,Hindi,Uttar Pradesh,2023-04-01,400526,25275,375251
ED1008,C008,Hindi,Uttar Pradesh,2020-05-01,365086,25284,339802
ED1001,C001,Hindi,Uttar Pradesh,2024-05-01,152776,8424,144352
ED1001,C001,Hindi,Uttar Pradesh,2020-03-01,186109,6328,179781
ED1003,C003,Hindi,Madhya Pradesh,2020-01-01,263752,10360,253392
ED1001,C001,Hindi,Uttar Pradesh,2022-05-01,183598,10862,172736
ED1007,C007,Hindi,Jharkhand,2024-01-01,189977,7511,182466
ED1006,C006,English,Maharashtra,2020-08-01,394137,28202,365935
ED1003,C003,Hindi,Madhya Pradesh,2022-08-01,241959,13178,228781
ED1004,C004,Hindi,Bihar,2019-01-01,266133,19947,246186
ED1001,C001,Hindi,Uttar Pradesh,2023-05-01,156940,4991,151949
ED1005,C005,Hindi,Rajasthan,2023-02-01,402721,20474,382247
ED1005,C005,Hindi,Rajasthan,2019-08-01,472599,18809,453790
ED1004,C004,Hindi,Bihar,2021-12-01,232759,14188,218571
ED1007,C007,Hindi,Jharkhand,2021-06-01,215646,12054,203592
ED1007,C007,Hindi,Jharkhand,2020-12-01,241631,17057,224574
ED1010,C010,Hindi,Uttar Pradesh,2024-10-01,372642,20339,352303
ED1004,C004,Hindi,Bihar,2023-06-01,216732,11385,205347
ED1003,C003,Hindi,Madhya Pradesh,2023-10-01,217132,7711,209421
ED1003,C003,Hindi,Madhya Pradesh,2020-06-01,275941,12509,263432
ED1008,C008,Hindi,Uttar Pradesh,2023-04-01,290811,22582,268229
ED1006,C006,English,Maharashtra,2022-06-01,356241,19228,337013
ED1007,C007,Hindi,Jharkhand,2022-09-01,213418,13578,199840
ED1002,C002,English,Delhi,2021-10-01,341868,17970,323898
ED1008,C008,Hindi,Uttar Pradesh,2024-02-01,284638,12119,272519
ED1006,C006,English,Maharashtra,2021-06-01,389549,14397,375152
ED1001,C001,Hindi,Uttar Pradesh,2019-02-01,198270,14522,183748
ED1010,C010,Hindi,Uttar Pradesh,2020-12-01,474884,33059,441825
ED1008,C008,Hindi,Uttar Pradesh,2023-10-01,314092,11885,302207
ED1002,C002,English,Delhi,2019-09-01,364960,27638,337322
ED1003,C003,Hindi,Madhya Pradesh,2024-02-01,212262,15742,196520
ED1001,C001,Hindi,Uttar Pradesh,2021-11-01,183241,14530,168711
ED1008,C008,Hindi,Uttar Pradesh,2019-05-01,393557,13129,380428
ED1006,C006,English,Maharashtra,2024-08-01,319995,10479,309516
ED1007,C007,Hindi,Jharkhand,2020-11-01,237095,10618,226477
ED1006,C006,English,Maharashtra,2019-07-01,403289,20387,382902
ED1002,C002,English,Delhi,2020-08-01,364920,17774,347146
ED1005,C005,Hindi,Rajasthan,2023-04-01,372154,22146,350008
ED1008,C008,Hindi,Uttar Pradesh,2024-01-01,278000,8569,269431
ED1005,C005,Hindi,Rajasthan,2023-10-01,370926,25113,345813
ED1004,C004,Hindi,Bihar,2021-02-01,239784,16422,223362
ED1001,C001,Hindi,Uttar Pradesh,2020-02-01,205293,8838,196455
ED1005,C005,Hindi,Rajasthan,2021-04-01,452804,14119,438685
ED1009,C009,Hindi,Gujarat,2021-01-01,299988,10495,289493
ED1006,C006,English,Maharashtra,2021-04-01,380638,13316,367322
ED1004,C004,Hindi,Bihar,2023-10-01,205079,10916,194163
ED1003,C003,Hindi,Madhya Pradesh,2020-11-01,262140,20514,241626
ED1010,C010,Hindi,Uttar Pradesh,2024-06-01,357724,12898,344826
ED1009,C009,Hindi,Gujarat,2024-11-01,247679,19108,228571
ED1007,C007,Hindi,Jharkhand,2023-05-01,205551,12997,192554
ED1010,C010,Hindi,Uttar Pradesh,2023-07-01,398429,17762,380667
ED1008,C008,Hindi,Uttar Pradesh,2019-01-01,362751,14529,348222
ED1004,C004,Hindi,Bihar,2021-04-01,246463,11672,234791
ED1008,C008,Hindi,Uttar Pradesh,2024-03-01,284706,20245,264461
ED1008,C008,Hindi,Uttar Pradesh,2023-11-01,302169,23058,279111
ED1003,C003,Hindi,Madhya Pradesh,2022-10-01,231160,9887,221273
ED1007,C007,Hindi,Jharkhand,2022-08-01,209478,7021,202457
ED1010,C010,Hindi,Uttar Pradesh,2021-10-01,425905,16802,409103
ED1008,C008,Hindi,Uttar Pradesh,2019-07-01,373047,29643,343404
ED1001,C001,Hindi,Uttar Pradesh,2023-11-01,169050,12542,156508
ED1007,C007,Hindi,Jharkhand,2022-07-01,218712,9783,208929
ED1008,C008,Hindi,Uttar Pradesh,2023-09-01,303528,18662,284866
ED1004,C004,Hindi,Bihar,2022-01-01,233409,13658,219751
ED1001,C001,Hindi,Uttar Pradesh,2020-10-01,204356,13975,190381
ED1005,C005,Hindi,Rajasthan,2021-02-01,426950,30256,396694
ED1007,C007,Hindi,Jharkhand,2021-04-01,229370,7989,221381
ED1003,C003,Hindi,Madhya Pradesh,2020-05-01,273866,12856,261010
ED1004,C004,Hindi,Bihar,2024-01-01,197776,7686,190090
ED1003,C003,Hindi,Madhya Pradesh,2022-12-01,231378,9764,221614
ED1006,C006,English,Maharashtra,2021-02-01,386629,30682,355947
ED1006,C006,English,Maharashtra,2023-06-01,350455,21184,329271
ED1007,C007,Hindi,Jharkhand,2023-12-01,192912,14576,178336
ED1005,C005,Hindi,Rajasthan,2023-08-01,395985,25158,370827
ED1005,C005,Hindi,Rajasthan,2020-09-01,472940,35570,437370
ED1010,C010,Hindi,Uttar Pradesh,2020-02-01,456793,23564,433229
ED1002,C002,English,Delhi,2023-11-01,301072,23840,277232
ED1010,C010,Hindi,Uttar Pradesh,2020-04-01,455526,21880,433646
ED1002,C002,English,Delhi,2021-04-01,330327,25420,304907
ED1006,C006,English,Maharashtra,2020-01-01,412578,30046,382532
ED1002,C002,English,Delhi,2020-04-01,374554,13628,360926
ED1007,C007,Hindi,Jharkhand,2021-03-01,231185,7705,223480
ED1005,C005,Hindi,Rajasthan,2022-07-01,418750,30907,387843
ED1003,C003,Hindi,Madhya Pradesh,2024-11-01,216889,7440,209449
ED1007,C007,Hindi,Jharkhand,2021-11-01,228205,7750,220455
ED1002,C002,English,Delhi,2023-02-01,315721,20264,295457
ED1009,C009,Hindi,Gujarat,2022-03-01,284167,18704,265463
ED1001,C001,Hindi,Uttar Pradesh,2020-09-01,205413,13482,191931
ED1010,C010,Hindi,Uttar Pradesh,2023-05-01,379193,17610,361583
ED1001,C001,Hindi,Uttar Pradesh,2024-12-01,152122,7049,145073
ED1002,C002,English,Delhi,2021-11-01,356211,25456,330755
ED1004,C004,Hindi,Bihar,2023-07-01,203130,12260,190870
ED1007,C007,Hindi,Jharkhand,2019-04-01,253719,16510,237209
ED1002,C002,English,Delhi,2021-07-01,348093,11620,336473
